filename,panel,condition,cell_count
W36_SUR_AA23008_2024-04-16_Unstim.fcs,intracell,unstim,187375
W36_SUR_AA23009_2024-03-25_Unstim.fcs,intracell,unstim,191042
W36_SUR_AA23010_2024-05-03_Unstim.fcs,intracell,unstim,190328
W36_SUR_AA23013_2024-07-31_Unstim.fcs,intracell,unstim,190556
W36_SUR_AA23015_2024-07-30_Unstim.fcs,intracell,unstim,191110
W48_SUR_AA22008_2023-02-27_Unstim.fcs,intracell,unstim,194965
W48_SUR_AA22011_2023-04-14_Unstim.fcs,intracell,unstim,193804
W48_SUR_AA22019_2023-10-16_Unstim.fcs,intracell,unstim,186321
W48_SUR_AA22020_2023-12-07_Unstim.fcs,intracell,unstim,212352
W48_SUR_AA23001_2024-04-11_Unstim.fcs,intracell,unstim,191665
W48_SUR_AA23002_2024-02-29_Unstim.fcs,intracell,unstim,199698
W48_SUR_AA23003_2024-04-15_Unstim.fcs,intracell,unstim,145706
W48_SUR_AA23004_2024-04-22_Unstim.fcs,intracell,unstim,138866
W48_SUR_AA23005_2024-07-09_Unstim.fcs,intracell,unstim,188959
W48_SUR_AA23008_2024-08-23_Unstim.fcs,intracell,unstim,194628
W48_SUR_AA23009_2024-06-21_Unstim.fcs,intracell,unstim,204535
W48_SUR_AA23010_2024-07-31_Unstim.fcs,intracell,unstim,189607
W48_SUR_AA23013_2024-11-04_Unstim.fcs,intracell,unstim,185431
W48_SUR_AA23015_2024-10-23_Unstim.fcs,intracell,unstim,186073
W6_SUR_AA22008_2022-05-02_Unstim.fcs,intracell,unstim,190017
W6_SUR_AA22019_2023-01-04_Unstim.fcs,intracell,unstim,189932
W6_SUR_AA22020_2023-01-24_Unstim.fcs,intracell,unstim,191329
W6_SUR_AA23001_2023-06-01_Unstim.fcs,intracell,unstim,190722
W6_SUR_AA23002_2023-05-03_Unstim.fcs,intracell,unstim,188981
W6_SUR_AA23003_2023-06-12_Unstim.fcs,intracell,unstim,97248
W6_SUR_AA23004_2023-06-26_Unstim.fcs,intracell,unstim,105962
W6_SUR_AA23008_2023-08-23_Unstim.fcs,intracell,unstim,193766
W6_SUR_AA23009_2023-08-30_Unstim.fcs,intracell,unstim,189990
W6_SUR_AA23010_2023-09-26_Unstim.fcs,intracell,unstim,191989
W6_SUR_AA23013_2024-01-05_Unstim.fcs,intracell,unstim,192541
W6_SUR_AA23015_2024-01-03_Unstim.fcs,intracell,unstim,195416
